text,type,freq,current_candidate,surface_form,in_predictions,context
ung thư vú trái,CHẨN_ĐOÁN,0,C50.9,ung thư vú trái,0,
virus dại,CHẨN_ĐOÁN,0,A82.9,virus dại,0,
viêm gan,CHẨN_ĐOÁN,0,K75.9,viêm gan,0,
viêm gan virus b,CHẨN_ĐOÁN,0,B16.9,viêm gan virus b,0,
viêm gan virus c và b,CHẨN_ĐOÁN,0,B18.1|B18.2,viêm gan virus c và b,0,
viêm họng do liên cầu,CHẨN_ĐOÁN,0,J02.0,viêm họng do liên cầu,0,
viêm khớp nhiễm trùng,CHẨN_ĐOÁN,0,M00.9,viêm khớp nhiễm trùng,0,
viêm nội tâm mạc,CHẨN_ĐOÁN,0,I33.0,viêm nội tâm mạc,0,
viêm phổi mắc phải cộng đồng,CHẨN_ĐOÁN,0,J18.9,viêm phổi mắc phải cộng đồng,0,
viêm phổi thuỳ,CHẨN_ĐOÁN,0,J18.1,viêm phổi thuỳ,0,
viêm phổi thùy dưới trái,CHẨN_ĐOÁN,0,J18.1,viêm phổi thùy dưới trái,0,
viêm thần kinh ngoại biên,CHẨN_ĐOÁN,0,G62.9,viêm thần kinh ngoại biên,0,
viêm túi mật cấp tính không biến chứng,CHẨN_ĐOÁN,0,K81.0,viêm túi mật cấp tính không biến chứng,0,
viêm túi mật thủng cấp tính,CHẨN_ĐOÁN,0,K81.0,viêm túi mật thủng cấp tính,0,
xuất huyết dưới màng cứng,CHẨN_ĐOÁN,0,I62.0,xuất huyết dưới màng cứng,0,
xuất huyết nội sọ,CHẨN_ĐOÁN,0,I62.9,xuất huyết nội sọ,0,
xẹp phổi,CHẨN_ĐOÁN,0,J98.1,xẹp phổi,0,
đa u tuỷ xương,CHẨN_ĐOÁN,0,C90.0,đa u tuỷ xương,0,
đa u tủy xương,CHẨN_ĐOÁN,0,C90.0,đa u tủy xương,0,
đay,CHẨN_ĐOÁN,0,L50.9,đay,0,
đay vô,CHẨN_ĐOÁN,0,L50.1,đay vô,0,
đái tháo đường type 2,CHẨN_ĐOÁN,0,E11.9,đái tháo đường type 2,0,
đái tháo đường típ 1,CHẨN_ĐOÁN,0,E10.9,đái tháo đường típ 1,0,
động kinh,CHẨN_ĐOÁN,0,G40.9,động kinh,0,
đụng dập một vùng nhu mô phổi,CHẨN_ĐOÁN,0,S27.3,đụng dập một vùng nhu mô phổi,0,
gleevec,THUỐC,18,282388,gleevec,1,Các bệnh lý mạn tính - Bệnh bạch cầu dòng tủy mãn tính đang dùng gleevec - Tăng huyết áp || - ảo giác Thuốc trước khi nhập viện: gleevec (dừng theo chỉ dẫn sau xuất viện) 2.
corticoid,THUỐC,12,8640,corticoid,1,Tiền sử bệnh Các bệnh lý mãn tính - Bệnh phổi kẽ do sử dụng corticoid liều cao kéo dài. - Thở oxy tại nhà || -Corticoid liều cao kéo dài - Thở oxy tại nhà - Tăng liều bactrim (do bác sĩ chăm sóc chính kê đơn)
omeprazole,THUỐC,10,7646,omeprazole,1,"- nội soi (Viêm thực quản độ C, loét thực quản dưới 6 mm có điểm sắc tố, nhiều loét nông sạch đáy ở tá tràng và hồi tràng sớm) Thuốc trước khi nhập viện: omeprazole (vừa ngừng để làm test hơi thở h. pylori) || Diễn biến bệnh - Triệu chứng cách đây vài năm: tái phát buồn nôn và tiêu chảy, chẩn đoán hội chứng ruột kích thích, phát hiện loét tá tràng khi nội soi. - Trong năm nay: không thể giữ được bất cứ thứ gì, chẩn đoán viêm dạ dày ruột do virus."
allopurinol,THUỐC,8,519,allopurinol,1,"- gleevec (ngừng uống cách nhập viện 5 ngày) - allopurinol (ngừng uống cách nhập viện 5 ngày) - Thuốc giảm đau (ngừng) 2. || ường tiết niệu, vị trí không xác định và ngừng thuốc giảm đau. - Liều gleevec đã ngừng cách nhập viện 5 ngày. - allopurinol đã ngừng cách nhập viện 5 ngày. - Quan trọng nhất bạn vẫn nên đi tham khám bác sĩ để chụp các xét nghiệm câ"
tylenol,THUỐC,8,202433,tylenol,1,- gọi cho bác sĩ chăm sóc chính (PCP) - Bác sĩ PCP khuyên dùng tylenol cho đau - bệnh nhân dùng tylenol nhưng phải đến phòng cấp cứu vì đau vẫn tiếp tục || - Bác sĩ PCP khuyên dùng tylenol cho đau - bệnh nhân dùng tylenol nhưng phải đến phòng cấp cứu vì đau vẫn tiếp tục Triệu chứng hiện tại
carvedilol,THUỐC,6,20352,carvedilol,1,"Rosuvastatin (Crestor): đã hết thuốc khoảng 3 tuần trước nhập viện. Carvedilol: đã hết thuốc khoảng 3 tuần trước nhập viện. 2. || Bệnh sử hiện tại Lý do nhập viện: xét nghiệm bất thường - tăng kali máu và Creatinine tăng Các sự kiện trước khi nhập viện - Đi khám bác sĩ chăm sóc chính (PCP) để tái khám hàng năm - Báo cáo đang dùng 1 viên Torsemide/ ngày , đôi khi 2 viên - Bác sĩ đề nghị ngừng sử dụng torsemide lâu dài - Bệnh nhân không kiểm tra đường huyết thường xuyên tại nhà do hết que thử đường máu. - glucose là thấp, nên "
isosorbide,THUỐC,6,6057,isosorbide,1,"Insulin glargine: theo đơn 100 đơn vị x 2 lần/ngày, hiện đã ngừng sử dụng. Isosorbide: đã hết thuốc khoảng 3 tuần trước nhập viện. Rosuvastatin (Crestor): đã hết thuốc khoảng 3 tuần trước nhập viện. || Bệnh sử hiện tại Lý do nhập viện: xét nghiệm bất thường - tăng kali máu và Creatinine tăng Các sự kiện trước khi nhập viện - Đi khám bác sĩ chăm sóc chính (PCP) để tái khám hàng năm - Báo cáo đang dùng 1 viên Torsemide/ ngày , đôi khi 2 viên - Bác sĩ đề nghị ngừng sử dụng torsemide lâu dài - Bệnh nhân không kiểm tra đường huyết thường xuyên tại nhà do hết que thử đường máu. - glucose là thấp, nên "
prothrombin,THUỐC,6,,prothrombin,1,"Tiền sử bản thân: chưa bị vàng da, vàng mắt trước đó. Trước đó 3 tháng có cạo râu chung với người cùng đơn vị, uống rượu ít không thường xuyên Tiền sử gia đình: không ai bị nhiễm virus viêm gan B, C || Thời gian prothrombin (PT: Prothrombin Time), (Các tên khác: TQ; Tỷ lệ Prothrombin) bằng máy tự động,; Định lượng Troponin Ths ;Định lượng NT - proBNP ( ProBNP);"
suboxone,THUỐC,6,352990,suboxone,1,"- clonidine (mua trên đường phố) - suboxone (bắt đầu 3 tuần trước), không dùng đều 5-6 ngày, dừng thuốc trước nhập viện 01 ngày Các yếu tố nguy cơ liên quan || Theo lời kể bệnh nhân bị trầm cảm ngày càng nặng , vài tháng trước có các giai đoạn giống hưng cảm biểu hiện bằng tăng hoạt động và giảm nhu cầu ngủ 3-4 ngày, trong vài tuần nay và có ý định tự tử. Thuốc kê đơn không dùng đều đặn x5-6 ngày, bắt đầu dùng suboxone 3 tuần trước vì rẻ hơn, dừng dùng suboxone ngày hôm qua Triệu chứng khi vào viện"
torsemide,THUỐC,6,38413,Torsemide,1,"Hiện tại: Torsemide: uống 1 viên/ngày, đôi khi 2 viên/ngày. Insulin glargine: theo đơn 100 đơn vị x 2 lần/ngày, hiện đã ngừng sử dụng. || 2. Bệnh sử hiện tại Lý do nhập viện: xét nghiệm bất thường - tăng kali máu và Creatinine tăng Các sự kiện trước khi nhập viện - Đi khám bác sĩ chăm sóc chính (PCP) để tái khám hàng năm - Báo cáo đang dùng 1 viên Torsemide/ ngày , đôi khi 2 viên - Bác sĩ đề nghị ngừng sử dụng torsemide lâu dài - Bệnh nhân không kiểm tra đường huyết thường xuyên tại nhà do hết que thử đường máu. - glucose là thấp, n"
bactrim,THUỐC,5,151399,bactrim,1,"- Thở oxy tại nhà - Tăng liều bactrim (do bác sĩ chăm sóc chính kê đơn) - doxycycline (do bác sĩ chăm sóc chính kê đơn) - Suy giảm miễn dịch do sử dụng corticoid kéo dài 2. || - Được bác sĩ chăm sóc chính thay thế khám vào ngày, được tăng liều bactrim và doxycycline để điều trị chẩn đoán Viêm mô tế bào - Báo cáo có cải thiện một phần về ban đỏ - dịch tiết có vẻ như mủ từ một số tổn thương vào ngày, nhưng tình trạng này đã tự khỏi"
doxycycline,THUỐC,5,3640,doxycycline,1,- metoprolol 25mg po bid - doxycycline cho viêm tuyến mồ hôi - atenolol (uống hôm nay) || - Tăng liều bactrim (do bác sĩ chăm sóc chính kê đơn) - doxycycline (do bác sĩ chăm sóc chính kê đơn) - Suy giảm miễn dịch do sử dụng corticoid kéo dài 2. Tiền sử bệnh hiện tại
clonidine,THUỐC,4,2599,clonidine,1,"- Thuốc kê đơn (tên không được chỉ định) - klonopinclonidine (được kê đơn) - clonidine (mua trên đường phố) || - klonopinclonidine (được kê đơn) - clonidine (mua trên đường phố) - suboxone (bắt đầu 3 tuần trước), không dùng đều 5-6 ngày, dừng thuốc trước nhập viện 01 ngày"
crestor,THUỐC,4,320864,crestor,1,"Bệnh sử hiện tại Lý do nhập viện: xét nghiệm bất thường - tăng kali máu và Creatinine tăng Các sự kiện trước khi nhập viện - Đi khám bác sĩ chăm sóc chính (PCP) để tái khám hàng năm - Báo cáo đang dùng 1 viên Torsemide/ ngày , đôi khi 2 viên - Bác sĩ đề nghị ngừng sử dụng torsemide lâu dài - Bệnh nhân không kiểm tra đường huyết thường xuyên tại nhà do hết que thử đường máu. - glucose là thấp, nên  || 4. Hướng điều trị: - Các loại thuốc (isosorbide, crestor, carvedilol) đã hết khi đi khám PCP - Hết isosorbide, crestor, carvedilol khoảng 3 tuần trước - Các xét nghiệm xét nghiệm được kiểm tra bởi PCP: kali là 6.3 mẫu không tan máu - Được gọi điện bởi bác sĩ nội trú trực và được yêu cầu đến khoa Cấp cứu 3."
mucinex d,THUỐC,4,352051,mucinex d,1,"- mucinex d - thỉnh thoảng tiêu chảy các thuốc của ông ấy 2. || - Đi khám bác sĩ chăm sóc chính (PCP) vào buổi sáng ngày nhập viện - Bác sĩ PCP ghi nhận spo2 là 90-92% spo2 khi thở khí trời, 93% khi không dùng oxy - Bác sĩ PCP đã gửi bệnh nhân đến phòng cấp cứu"
coumadin,THUỐC,3,202421,coumadin,1,- Tiền sử phẫu thuật cắt bỏ đại tràng do Ung thư đại tràng - Tiền sử Thuyên tắc phổi đang dùng coumadin (tiền sử Thuyên tắc phổi đang dùng coumadin) Tiền sử phẫu thuật / thủ thuật: Cắt đại tràng nhiều năm trước || - Tiền sử Thuyên tắc phổi đang dùng coumadin (tiền sử Thuyên tắc phổi đang dùng coumadin) Tiền sử phẫu thuật / thủ thuật: Cắt đại tràng nhiều năm trước Thuốc trước khi nhập viện: coumadin
insulin,THUỐC,3,253182,insulin,1,"- Tiểu đường: Hôi miệng và chảy máu chân răng là dấu hiệu của bệnh tiểu đường. Nguyên nhân là do cơ thể sẽ giảm sản xuất insulin nên người bị tiểu đường suy yếu hệ miễn dịch, dễ gặp phải các vấn đề về răng miệng. Tình trạng khó đông máu khiến chân răng chảy máu kéo dài do nồng độ đường trong máu cao. || Tăng cường sản phẩm Folate, Vitamin C, các carotenoid, các chất chống oxy hóa Flavonoid. Các thủ thuật đã thực hiện - Được dùng insulin và dextrose cho tăng kali máu - iv lasix 40 mg once"
vancomycin,THUỐC,3,11124,vancomycin,1,Chẩn đoán: Phẫu thuật cắt cụt chân trái bên trên gối và cắt cụt chân phải bên dưới gối / biến chứng thuyên tắc phổi hai bên - nhiễm trùng chi dưới bên phải do Enterococcus kháng vancomycin Điều trị : Đã phẫu thuật cắt cụt chân trái trên gối và chân phải dưới gối. || Khám thấy bị tổn thương tổn thương chi dưới nghiêm trọng. Chẩn đoán: Phẫu thuật cắt cụt chân trái bên trên gối và cắt cụt chân phải bên dưới gối / biến chứng thuyên tắc phổi hai bên - nhiễm trùng chi dưới bên phải do Enterococcus kháng vancomycin Điều trị :
acetaminophen 500mg,THUỐC,2,,acetaminophen 500mg,1,"1. Tiền sử bệnh Các tập tương tự trước đây: Từng bị khó chịu tương tự trong quá khứ, luôn thuyên giảm khi dùng thuốc Thuốc trước khi nhập viện - Tự điều trị bằng liều cao acetaminophen 500mg, taking 10 pills at a time khi cơn đau dữ dội, thường 4 viên mỗi giờ - làm hỏng dạ dày của cô ấy bằng cách uống 2 chai thuốc an thần trong quá khứ 2. || 2. Bệnh sử hiện tại Lý do nhập viện: đau bụng ngày càng nặng Thời điểm khởi phát triệu chứng - Tiền sử 2 ngày đau bụng ngày càng nặng - Tiền sử 2 tháng đau bụng liên tục Diễn biến bệnh - Tiền sử 2 tháng đau bụng liên tục - 2 ngày trước khi nhập viện, đau bụng trở nên tồi tệ hơn - Diễn biến trong viện: tăng men gan bắt đầu có xu hướng giảm mặc dù tổng bilirubin bắt đầu tăng lên đạt đỉnh 6.7 vào Các"
alverin citrate 40mg,THUỐC,2,,Alverin citrate 40mg,1,"Trả lời : Chào em, Thành phần 3 loại thuốc em sử dụng như sau: Aquima: nhôm hydroxid, magie hydroxid và **********. Simenic: Alverin citrate 40mg và Simethicon 100mg Pimperam: metoclopramide 10mg Thông tin về độ an toàn khi sử dụng các loại thuốc trên ở phụ nữ mang thai như sau: Nhôm hydroxid và magie hydroxid có thể sử dụng được cho phụ nữ mang thai để điều trị triệu chứng ợ nóng hoặc trào ngược "
aspirin 325mg,THUỐC,2,,aspirin 325mg,1,- được cho albuterolipratropium nebulizer - được cho methylprednisolone 125mg iv - lợi tiểu 600cc
azithromycin,THUỐC,2,18631,azithromycin,1,"- Tự điều trị bằng tylenol và mucinex d - Đi khám bác sĩ chăm sóc chính (PCP) vào buổi sáng ngày nhập viện - Bác sĩ PCP ghi nhận spo2 là 90-92% spo2 khi thở khí trời, 93% khi không dùng oxy"
corticosteroid,THUỐC,2,8640,Corticosteroid,1,Tiêm nhắc lại sau mỗi 4-6 tuần. Corticosteroid bôi tại chỗ thường được chỉ định cho trẻ em. Các thuốc hay dùng là kem *************************** hai lần một ngày hoặc ************************************ (corticoid mức độ mạnh).
cotrimoxazol,THUỐC,2,151399,cotrimoxazol,1,"- Cách nhập viện 5 ngày, bệnh nhân phát hiện một tổn thương đơn độc vùng âm hộ phải. Sau đó được bác sĩ điều trị khám và tăng liều cotrimoxazol, đồng thời bổ sung doxycyclin do nghi ngờ viêm mô tế bào. Bệnh nhân thấy ban đỏ quanh tổn thương giảm sau điều trị"
dextrose,THUỐC,2,4850,dextrose,1,"Tăng cường sản phẩm Folate, Vitamin C, các carotenoid, các chất chống oxy hóa Flavonoid. Các thủ thuật đã thực hiện - Được dùng insulin và dextrose cho tăng kali máu - iv lasix 40 mg once || Tăng gánh nhẹ tuần hoàn phổi, tràn dịch màng phổi hai bên nhẹ, tim to Các thủ thuật đã thực hiện - Được dùng insulin và dextrose cho tăng kali máu - iv lasix 40 mg once"
furosemide,THUỐC,2,4603,furosemide,1,2. Tiền sử bệnh hiện tại Lý do nhập viện: khó thở
glargine,THUỐC,2,274783,glargine,1,"Bệnh sử hiện tại Lý do nhập viện: xét nghiệm bất thường - tăng kali máu và Creatinine tăng Các sự kiện trước khi nhập viện - Đi khám bác sĩ chăm sóc chính (PCP) để tái khám hàng năm - Báo cáo đang dùng 1 viên Torsemide/ ngày , đôi khi 2 viên - Bác sĩ đề nghị ngừng sử dụng torsemide lâu dài - Bệnh nhân không kiểm tra đường huyết thường xuyên tại nhà do hết que thử đường máu. - glucose là thấp, nên "
insulin glargine,THUỐC,2,274783,Insulin glargine,1,"Torsemide: uống 1 viên/ngày, đôi khi 2 viên/ngày. Insulin glargine: theo đơn 100 đơn vị x 2 lần/ngày, hiện đã ngừng sử dụng. Isosorbide: đã hết thuốc khoảng 3 tuần trước nhập viện."
klonopin,THUỐC,2,202585,klonopin,1,- Thuốc kê đơn (tên không được chỉ định) - klonopinclonidine (được kê đơn) - clonidine (mua trên đường phố)
lasix 40 mg once,THUỐC,2,313988,lasix 40 mg once,1,"Tăng cường sản phẩm Folate, Vitamin C, các carotenoid, các chất chống oxy hóa Flavonoid. Các thủ thuật đã thực hiện - Được dùng insulin và dextrose cho tăng kali máu - iv lasix 40 mg once || àn dịch màng phổi hai bên nhẹ, tim to Các thủ thuật đã thực hiện - Được dùng insulin và dextrose cho tăng kali máu - iv lasix 40 mg once"
levothyroxine,THUỐC,2,10582,levothyroxine,1,"- Phát triển đau bụng và nôn ra máu trở nên tồi tệ hơn (khi ngừng omeprazole) Chào bạn, bạn mắc ung thư tuyến giáp và chắc đã phẫu thuật, hiện bác sĩ đang kê đơn cho bạn uống levothyroxine với liều 75 microgam/ngày (lưu ý: một viên thuốc Berlthyrox có hàm lượng là 100 microgam chứ không phải 100 miligam như bạn đã nói), là hormone tuyến giáp tổng hợp, nhằm bù lại lượng hormone giáp cơ thể không th || Chào bạn, bạn mắc ung thư tuyến giáp và chắc đã phẫu thuật, hiện bác sĩ đang kê đơn cho bạn uống levothyroxine với liều 75 microgam/ngày (lưu ý: một viên thuốc Berlthyrox có hàm lượng là 100 microgam chứ không phải 100 miligam như bạn đã nói), là hormone tuyến giáp tổng hợp, nhằm bù lại lượng hormone giáp cơ thể không thể sản sinh ra để duy trì trạng thái sinh lý cân bằng của chức năng tuyến giáp "
methylprednisolone 125mg iv,THUỐC,2,,methylprednisolone 125mg iv,1,hé. Cảm ơn bạn đã gửi câu hỏi. - được cho aspirin 325mg - được cho albuterolipratropium nebulizer - được cho methylprednisolone 125mg iv - lợi tiểu 600cc || c độ nghiêm trọng của vết cắn - được cho aspirin 325mg - được cho albuterolipratropium nebulizer - được cho methylprednisolone 125mg iv - lợi tiểu 600cc
metoclopramide 10mg,THUỐC,2,,metoclopramide 10mg,1,"Trả lời : Chào em, Thành phần 3 loại thuốc em sử dụng như sau: Aquima: nhôm hydroxid, magie hydroxid và **********. Simenic: Alverin citrate 40mg và Simethicon 100mg Pimperam: metoclopramide 10mg Thông tin về độ an toàn khi sử dụng các loại thuốc trên ở phụ nữ mang thai như sau: Nhôm hydroxid và magie hydroxid có thể sử dụng được cho phụ nữ mang thai để điều trị triệu chứng ợ nóng hoặc trào ngược "
metoprolol,THUỐC,2,6918,metoprolol,1,3. Đánh giá tại bệnh viện Các thủ thuật đã thực hiện - Nhận 2 sl ntg - Nhận asa - Nhận 80mg lasix iv - Nhận 8mg morphine - Nhận 1mg dilaudid - Được cho po metoprolol - Được cho 10mg iv diltiazem Các phát hiện chẩn đoán khác - Với ntg khó thở cải thiện nhưng đau ngực vẫn còn - Với ntg khó thở cải thiện nhưng đau ngực vẫn còn - nhịp tim cải thiện thành || ng thận nhiều. Bạn nên đưa chồng tới bệnh viện khám và tiến hành phẫu thuật. - hr cải thiện lên mức 110 sau khi dùng metoprolol - Bệnh nhân cho biết cảm thấy khỏe khi đến phòng khám
metoprolol 25mg po bid,THUỐC,2,,metoprolol 25mg po bid,1,"Thuốc trước khi nhập viện - metoprolol 25mg po bid - doxycycline cho viêm tuyến mồ hôi || - Ở nhà bệnh nhân đã sử dụng atenololtrong ngày - Lên lịch tái khám với bác sĩ tim mạch và được chỉ định siêu âm tim qua thành ngực vào tuần tới - Ngày hôm nay khoảng Lúc 17 giờ, khi đang mang đồ tạp hóa ra xe, xuất hiện cảm giác thắt chặt ngực vùng trước tim, tăng đánh trống ngực, và khó thở kéo dài 20 giây"
morphine,THUỐC,2,7052,morphine,1,- compazine và alevenhưng vẫn còn đau - Uống morphineoral và lorazepam đỡ đau (có thể ngủ 3. || 3. Đánh giá tại bệnh viện Các thủ thuật đã thực hiện - Nhận 2 sl ntg - Nhận asa - Nhận 80mg lasix iv - Nhận 8mg morphine - Nhận 1mg dilaudid - Được cho po metoprolol - Được cho 10mg iv diltiazem Các phát hiện chẩn đoán khác - Với ntg khó thở cải thiện nhưng đau ngực vẫn còn - Với ntg khó thở cải thiện nhưng đau ngực vẫn còn - nhịp tim cải thiện thành
pimperam,THUỐC,2,,Pimperam,1,"Trả lời : Chào em, Thành phần 3 loại thuốc em sử dụng như sau: Aquima: nhôm hydroxid, magie hydroxid và **********. Simenic: Alverin citrate 40mg và Simethicon 100mg Pimperam: metoclopramide 10mg Thông tin về độ an toàn khi sử dụng các loại thuốc trên ở phụ nữ mang thai như sau: Nhôm hydroxid và magie hydroxid có thể sử dụng được cho phụ nữ mang thai để điều trị triệu chứng ợ nóng hoặc trào ngược "
simenic,THUỐC,2,9796,Simenic,1,"Trả lời : Chào em, Thành phần 3 loại thuốc em sử dụng như sau: Aquima: nhôm hydroxid, magie hydroxid và **********. Simenic: Alverin citrate 40mg và Simethicon 100mg Pimperam: metoclopramide 10mg Thông tin về độ an toàn khi sử dụng các loại thuốc trên ở phụ nữ mang thai như sau: Nhôm hydroxid và magie hydroxid có thể sử dụng được cho phụ nữ mang thai để điều trị triệu chứng ợ nóng hoặc trào ngược "
simethicon 100mg,THUỐC,2,,Simethicon 100mg,1,"Trả lời : Chào em, Thành phần 3 loại thuốc em sử dụng như sau: Aquima: nhôm hydroxid, magie hydroxid và **********. Simenic: Alverin citrate 40mg và Simethicon 100mg Pimperam: metoclopramide 10mg Thông tin về độ an toàn khi sử dụng các loại thuốc trên ở phụ nữ mang thai như sau: Nhôm hydroxid và magie hydroxid có thể sử dụng được cho phụ nữ mang thai để điều trị triệu chứng ợ nóng hoặc trào ngược "
trichophyton rubrum,THUỐC,2,,Trichophyton rubrum,1,Chào bạn! Nấm bẹn là một dạng nhiễm nấm thường là do Trichophyton rubrum hoặc là T. mentagrophytes.
vastarel,THUỐC,2,10826,Vastarel,1,"Câu hỏi của người dùng gửi đến hệ thống Chào Bác sĩ, mẹ em bị bệnh động mạch vành đã nhiều năm. Đi khám bệnh Bác sĩ kê cho thuốc Vastarel và *********. Tuy nhiên sau nhiều năm sử dụng thuốc thì mẹ em bị run tay và mẹ em đã ngừng sử dụng thuốc Vastarel || Đi khám bệnh Bác sĩ kê cho thuốc Vastarel và *********. Tuy nhiên sau nhiều năm sử dụng thuốc thì mẹ em bị run tay và mẹ em đã ngừng sử dụng thuốc Vastarel Các bệnh lý mạn tính"
1000ml,THUỐC,1,,1000ml,1,"Glucose 5% x 1000ml truyền tĩnh mạch L giọt/phút, dùng đến khi nước tiểu 1500ml/ngày, nước tiểu trong Philpovin 5g x 2 ống, pha vào **********, truyền tĩnh mạch L giọt/phút, dùng đến khi ALT, AST trở về bình thường Fortex 25mg x 4 viên, sáng 2 viên, chiều 2v sau ăn, dùng đến khi ALT, AST trở về bình thường"
acetaminophen,THUỐC,1,161,acetaminophen,1,"- Tại bệnh viện OSH, phát hiện tăng men gan với tăng bilirubin máu: ast 421, alt 336, alp 185, bilirubin toàn phần 0.9 - âm tính siêu âm bụng có doppler - âm tính chụp hida - Chưa từng xét nghiệm nồng độ acetaminophen - Chưa từng dùng nac - Chuyển tạm thời để thực hiện ercp - ercp cho thấy túi mật giãn nở rõ rệt nhưng không có sỏi hoặc bệnh lý khác - Chuyển lại bệnh viện OSH và được cho là đã tống"
albuterol,THUỐC,1,435,Albuterol,1,"- Ceftriaxone 1 gram dùng 1 liều - Uống Tylenol 1 gram, 1 liều duy nhất. - cấy máu 2 mẫu và cấy nước tiểu đã được gửi."
aspirin,THUỐC,1,1191,aspirin,1,"Bạn vẫn nên đi khám sớm nhất có thể và liệt kê các triệu chứng này với Bác sĩ chuyên khoa. Bác sĩ sẽ so sánh nguy cơ, lợi ích của việc tiếp tục sử dụng aspirin và cho bạn chỉ định tiếp tục hay ngưng dùng thuốc. 2."
aspirin 325mg x 1,THUỐC,1,,aspirin 325mg x 1,1,- chụp x-quang ngực không ghi nhận gì bất thường - phân tích nước tiểu không ghi nhận gì bất thường - ecg bình thường
atenolol,THUỐC,1,1202,atenolol,1,- doxycycline cho viêm tuyến mồ hôi - atenolol (uống hôm nay) Các yếu tố nguy cơ liên quan
atenololt,THUỐC,1,,atenololt,1,"- Ở nhà bệnh nhân đã sử dụng atenololtrong ngày - Lên lịch tái khám với bác sĩ tim mạch và được chỉ định siêu âm tim qua thành ngực vào tuần tới - Ngày hôm nay khoảng Lúc 17 giờ, khi đang mang đồ tạp hóa ra xe, xuất hiện cảm giác thắt chặt ngực vùng trước tim, tăng đánh trống ngực, và khó thở kéo dài 20 giây"
augmentin,THUỐC,1,19711,Augmentin,1,"Nếu được bạn có thể cung cấp cho chúng tôi chi tiết thuốc của Bé để có thể tư vấn kỹ hơn. Dùng Augmentin nhiều lần không ảnh hưởng gì nghiêm trọng, ngoại trừ: thuốc gây tiêu chảy, nên làm giảm hấp thu dinh dưỡng của trẻ (cần bổ sung men tiêu hóa cho Bé), và dùng kéo dài 1 kháng sinh có thể gây phát triển vi khuẩn đề kháng thuốc (vi khuẩn lờn thuốc), sau này sẽ khó để điều trị bệnh nhiễm trùng ở tr"
augmentin (amoxicillin/acid clavulanic,THUỐC,1,,Augmentin (amoxicillin/acid clavulanic,1,"Lúc vào viện khám Bệnh nhân tỉnh - mệt mỏi - Khó thở tăng khi vận động gắng sức - Đi lại khó khăn, cần dùng gậy hỗ trợ đi lại - Đau hai bàn chân do bệnh lý thần kinh ngoại biên Cận lâm sàng: Kết quả chẩn đoán hình ảnh - Đo sức bền cơ tim bằng đồng vị phóng xạ kết quả có dị tật cố định vùng trước vách và vách dưới với giảm chức năng tâm thu thất trái nghiêm trọng kèm theo rối loạn chức năng thất tr"
augmentin đường uống,THUỐC,1,151392,Augmentin đường uống,1,- Điều trị bằng kháng sinh tĩnh mạch trong thời gian nằm viện - Ra viện với đơn Augmentin đường uống trong 10 ngày - Tình trạng ổn định ở nhà cho đến đêm trước khi nhập viện 3.
bacillus clausii 2 tỷ bào tử/5ml,THUỐC,1,,Bacillus clausii 2 tỷ bào tử/5ml,1,"Vì vậy, bạn có thể gặp bác sĩ dinh dưỡng để đổi sang một loại sữa công thức khác phù hợp hơn cho bé. Về men tiêu hóa hỗ trợ ở độ tuổi của bé có thể dùng men Bacillus clausii 2 tỷ bào tử/5ml/ ống uống 1-2 ống/ ngày (biệt dược là Enterogermina, Biogermin). - Liều gleevec đã ngừng cách nhập viện 5 ngày"
berlthyrox,THUỐC,1,10582,Berlthyrox,1,"- Phát triển đau bụng và nôn ra máu trở nên tồi tệ hơn (khi ngừng omeprazole) Chào bạn, bạn mắc ung thư tuyến giáp và chắc đã phẫu thuật, hiện bác sĩ đang kê đơn cho bạn uống levothyroxine với liều 75 microgam/ngày (lưu ý: một viên thuốc Berlthyrox có hàm lượng là 100 microgam chứ không phải 100 miligam như bạn đã nói), là hormone tuyến giáp tổng hợp, nhằm bù lại lượng hormone giáp cơ thể không th"
biogermin,THUỐC,1,2600050,Biogermin,1,- Liều gleevec đã ngừng cách nhập viện 5 ngày - allopurinol đã ngừng cách nhập viện 5 ngày Tình trạng ngay trước khi nhập viện: ảo giác khoảng mỗi đêm lúc 2 giờ sáng 3.
bumetanide 2mg iv,THUỐC,1,,bumetanide 2mg iv,1,Các thuốc đã thực hiện - được cho bumetanide 2mg iv - được cho vancomycin 1 gram
cefepim,THUỐC,1,20481,Cefepim,1,"Tăng sản tuyến bã nhờn - Xquang ngực thẳng: không thấy thâm nhiễm Thủ thuật: - svo2 là 82 Đặt ống thông tĩnh mạch trung tâm : đo cvp là 6 Chẩn đoán: nhiễm trùng huyết đường vào tiết niệu- viêm tủy xương mãn tính, Điều trị: - Truyền dịch : 4000 ml NS 0.9 % - Kháng sinh Cefepim và Vancomycin truyền tĩnh mạch ."
ceftriaxone 1 gram,THUỐC,1,2193,Ceftriaxone 1 gram,1,"- Uống Tylenol 1 gram, 1 liều duy nhất. - cấy máu 2 mẫu và cấy nước tiểu đã được gửi."
